region_id,sheet_number,sheet_name,scope,bid_item,subheading,text,text_frequency,frequency_flag,ocr_hints,llm_region_type,llm_identified_content,llm_association_strength,llm_direct_bid_item_evidence,final_validation,llm_confidence,llm_reason,needs_manual_review,medium_path,local_path,locator_path
region_002001,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install Fire Hydrants and Fire Department Connections,Water Utility Distribution,FH,23,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002001.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002001.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002001.png
region_002002,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 5-Inch Storm Drain Pipe,Storm Sewer Systems,5''SD,3,False,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002002.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002002.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002002.png
region_002003,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 5-Inch Storm Drain Pipe,Storm Sewer Systems,5''SD,3,False,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002003.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002003.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002003.png
region_002004,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 5-Inch Storm Drain Pipe,Storm Sewer Systems,5''SD,3,False,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002004.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002004.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002004.png
region_002005,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002005.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002005.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002005.png
region_002006,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002006.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002006.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002006.png
region_002007,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002007.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002007.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002007.png
region_002008,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002008.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002008.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002008.png
region_002009,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002009.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002009.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002009.png
region_002010,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002010.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002010.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002010.png
region_002011,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002011.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002011.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002011.png
region_002012,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002012.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002012.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002012.png
region_002013,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002013.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002013.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002013.png
region_002014,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002014.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002014.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002014.png
region_002015,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002015.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002015.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002015.png
region_002016,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002016.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002016.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002016.png
region_002017,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002017.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002017.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002017.png
region_002018,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002018.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002018.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002018.png
region_002019,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002019.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002019.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002019.png
region_002020,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002020.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002020.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002020.png
region_002021,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002021.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002021.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002021.png
region_002022,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002022.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002022.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002022.png
region_002023,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002023.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002023.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002023.png
region_002024,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002024.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002024.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002024.png
region_002025,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002025.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002025.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002025.png
region_002026,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002026.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002026.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002026.png
region_002027,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002027.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002027.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002027.png
region_002028,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002028.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002028.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002028.png
region_002029,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002029.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002029.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002029.png
region_002030,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002030.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002030.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002030.png
region_002031,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002031.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002031.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002031.png
region_002032,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002032.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002032.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002032.png
region_002033,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002033.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002033.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002033.png
region_002034,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002034.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002034.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002034.png
region_002035,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002035.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002035.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002035.png
region_002036,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002036.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002036.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002036.png
region_002037,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002037.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002037.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002037.png
region_002038,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002038.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002038.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002038.png
region_002039,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002039.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002039.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002039.png
region_002040,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002040.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002040.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002040.png
region_002041,CG452,Enlarged Hydrology Plan,Utilities,Furnish & Install 8-Inch Storm Drain Pipe,Storm Sewer Systems,> 8''SD,153,True,"[""POSSIBLE_DIMENSION"", ""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002041.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002041.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002041.png
