region_id,sheet_number,bid_item,text,llm_region_type,llm_association_strength,final_validation,llm_confidence,llm_reason
region_000765,A-421,Furnish & Install Tile Base,BATH D GB-2 EP-1 TB-1 T-2 49 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region explicitly lists TB-1 (Tile Base 1) within the BATH D finish block and provides an area (49 SF). The original bid item is Furnish & Install Tile Base, Ceramic & Porcelain Tile. TB-1 directly identifies the tile base finish to be installed in this region, satisfying a direct association rather than an indirect inference."
region_000766,A-421,Furnish & Install Tile Base,LAUNDRY E GB-1 P-1 TB-1 T-2 59 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region explicitly shows the finish tag TB-1 for the Laundry area, which is the tile-base finish. This provides direct evidence of tile-base work in the exact region. The bid item is Furnish & Install Tile Base, so TB-1 directly corresponds to the item rather than merely implying related work."
region_000767,A-421,Furnish & Install Tile Base,TB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows the TB-1 finish tag, which is a direct reference to the tile-base finish work. In typical architectural drawings, TB-1 serves as the identifier for the tile base finish (tile base along walls). This is a direct indicator of the bid item (Furnish & Install Tile Base) and does not rely on inference from same-trade or surrounding context. The evidence is the actual tag visible in the region, not OCR alone or indirect reasoning."
region_000768,A-421,Furnish & Install Tile Base,TB-1,DETAIL,DIRECT,RIGHT,HIGH,"The highlighted region explicitly shows a detail identifier TB-1, which directly represents the tile-base installation detail referenced by the bid item. No indirect or OCR-based inference is used; the evidence is an explicit region tag for the tile-base work."
region_000769,A-421,Furnish & Install Tile Base,TB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,TB-1 is a finish/tag callout that directly references the tile base work. It is not a generic or indirect label; it explicitly corresponds to the tile base bid item.
region_000770,A-421,Furnish & Install Tile Base,TB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly contains a finish tag 'TB-1' placed at the base of the wall in the bathroom area. In architectural finish labeling, TB-1 denotes Tile Base. This directly identifies the bid item related to Tile Base (Furnish & Install Tile Base under Ceramic & Porcelain Tile) rather than merely implying related work. It is not a room label, grid reference, or a generic note; it is a tile-base finish tag that corresponds to the bid item."
region_000771,A-421,Furnish & Install Tile Base,TB-1,DETAIL,DIRECT,RIGHT,HIGH,"TB-1 is a detail callout tag explicitly naming the tile-base work. This is a finish/work identifier directly tied to tile base installation, not merely a room label, specification text, or indirect context. The evidence is visual (the TB-1 callout) and directly references the bid item rather than relying on deductions or OCR alone."
region_000772,A-421,Furnish & Install Rubber Base,RB-1,FINISH_TAG,NONE,WRONG,MEDIUM,"The region shows a finish tag 'RB-1' at the base area, which is a finish-tag notation. However, there is no direct evidence on this region itself that RB-1 equals 'Rubber Base' (no explicit material name or schedule item shown). Direct association would require visible text or a clearly labeled schedule entry tying RB-1 to the bid item. Without that, the evidence is insufficient for a direct association."
region_000773,A-421,Furnish & Install Rubber Base,RB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,"The region visibly contains the RB-1 finish tag at the base line, which directly identifies the Rubber Base finish for the specified area. This is a direct reference to the bid item rather than an indirect or inferential cue."
region_000774,A-421,Furnish & Install Rubber Base,LIVING A GB-1 P-1 RB-1 C-1 180 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly contains the finish tag RB-1 associated with the Living A area and an explicit area (180 SF). RB-1 is the rubber base finish tag, which directly ties to the bid item (Rubber Base). No inference or OCR-only reasoning required."
region_000775,A-421,Furnish & Install Rubber Base,KITCHEN B GB-1 P-1 RB-1/RB-2 LVT-1 132 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visually contains a finish callout for the Kitchen B area, explicitly listing RB-1/RB-2 (rubber base) as the finish for the base, along with LVT-1 flooring and a 132 SF area. This directly identifies the material/work (rubber base) required by the Bid Item 'Furnish & Install Rubber Base' under 'Base and Transitions'. It is not a room label, spec text, or indirect evidence; the connection is explicit in the finish tag shown in the region."
region_000776,A-421,Furnish & Install Rubber Base,HALL H GB-1 P-1 RB-1 LVT-1 71 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows RB-1 within a finish callout for the Hall area. RB-1 is the finish code for Rubber Base, which directly identifies the bid item ""Furnish & Install Rubber Base"" for that space; the 71 SF quantity supports the local scope without introducing indirect associations."
region_000777,A-421,Furnish & Install Rubber Base,MECH M GB-1 P-1 RB-1 EF-1 34 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region contains the label RB-1, a finish tag that directly designates Rubber Base as the finish. This tag appears in the plan area associated with base/transitions, providing a direct reference to the bid item Furnish & Install Rubber Base. No inference is needed; the evidence directly ties RB-1 to Rubber Base in the Base and Transitions scope."
region_000778,A-421,Furnish & Install Rubber Base,CLOSET C GB-1 P-1 RB-1 LVT-1 9 SF,FINISH_TAG,DIRECT,RIGHT,HIGH,"The region visually contains a Rubber Base finish tag (RB-1) associated with Closet C, and the bid item is Furnish & Install Rubber Base. The presence of RB-1 (and LVT-1 for flooring) with a quantified area (9 SF) provides explicit, region-specific evidence tying this exact area to the bid item, not just a related or inferred relation."
region_000779,A-421,Furnish & Install Rubber Base,RB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,"The region shows a small RB-1 tag directly adjacent to the wall base, which is a finish tag used to designate base material/type. RB-1 in finish tagging schemes corresponds to Rubber Base in the Base and Transitions scope. This is a direct indication of the bid item rather than an indirect or related cue (e.g., same trade or similar work). No conflicting evidence in the region suggests a different item."
region_000780,A-421,Furnish & Install Rubber Base,RB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows the finish tag RB-1 placed along the base area in the kitchen plan. This tag directly identifies the rubber base finish to be installed, which matches the Bid Item 'Furnish & Install Rubber Base' under 'Base and Transitions'. It is a direct labeling of the intended work, not a room label, schedule, or related but indirect element."
region_000781,A-421,Furnish & Install Rubber Base,RB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region contains a finish tag labeled RB-1, located along the base of the wall in the Enlarged Plans Unit 2 (Sheet A-421). This tag explicitly identifies the finish work (rubber base), which directly corresponds to the original bid item (Furnish & Install Rubber Base). The evidence is visual and specific to the bid item, not inferred from same-trade or surrounding context. The red locator in the locator sheet is not evidence. OCR hints may show RB-1, but the image shows the actual finish tag itself."
region_000782,A-421,Furnish & Install Rubber Base,RB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region shows a finish tag 'RB-1' attached to the baseboard. This tag is used to identify the Rubber Base finish in the base and transitions scope. The tag’s placement directly on the wall/base area provides explicit, location-specific evidence tying this region to the rubber base bid item, with no need to rely on indirect reasoning or OCR alone."
region_000783,A-421,Furnish & Install Carpet,LIVING A GB-1 P-1 RB-1 C-1 180 SF,ROOM_LABEL,NONE,WRONG,HIGH,"The highlighted region shows the room label 'LIVING A' with an area annotation '180 SF' and accompanying codes (GB-1 P-1 RB-1 C-1). There is no explicit reference to carpet or a finish/tag that directly assigns carpet to this region. A ROOM_LABEL with area alone does not establish the bid item (Furnish & Install Carpet) per the guidelines; there is no 'CARPET', finish schedule entry, or finish tag directly linking this region to carpet. Therefore, there is no direct evidence connecting this region to the bid item, and the association is NONE (WRONG)."
region_000784,A-421,Furnish & Install Carpet,BEDROOM G GB-1 P-1 CB-1 C-1 128 SF,ROOM_LABEL,NONE,WRONG,HIGH,The region contains only a room label (BEDROOM) and an area value; there is no explicit finish indicator such as CARPET or a carpet finish tag. Special rules require a direct association to the bid item; a room label alone does not establish carpet installation. Therefore this region does not directly represent the Furnish & Install Carpet bid item.
region_000785,A-421,Furnish & Install Carpet,PRIMARY BEDROOM F GB-1 P-1 CB-1 C-1 141 SF,ROOM_LABEL,NONE,WRONG,HIGH,"The region contains the room name 'PRIMARY BEDROOM' and an area '141 SF' with small tag codes, but it does not show any carpet finish, carpet schedule, or finish tag directly linking to the bid item 'Furnish & Install Carpet'. According to the ROOM_LABEL special rule, a room name alone does not establish the bid item, and there is no explicit finish/work reference for carpet in this region. Therefore the association is not direct and is considered WRONG with high confidence."
region_000786,A-421,Furnish & Install Carpet Base,BEDROOM G GB-1 P-1 CB-1 C-1 128 SF,ROOM_LABEL,DIRECT,RIGHT,HIGH,"The highlighted region explicitly lists CB-1 among the finish codes for the BEDROOM area, directly identifying Carpet Base work in that room. This is a finish-tag reference (not generic room naming) and matches the bid item scope without requiring inference from same-trade or adjacent items."
region_000787,A-421,Furnish & Install Carpet Base,PRIMARY BEDROOM F GB-1 P-1 CB-1 C-1 141 SF,ROOM_LABEL,NONE,WRONG,HIGH,"The highlighted region contains a room label and area, not a carpet base finish or baseboard detail. There is no direct evidence (e.g., finish tag, baseboard symbol, or note) that ties this region to the bid item (Furnish & Install Carpet Base). A room label alone does not establish the bid item, and no direct reference to carpet base is visible in the region."
region_000788,A-421,Furnish & Install Carpet Base,CB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,CB-1 is visibly placed on the region and serves as a finish-tag callout identifying carpet base work in the plan. This is a direct reference to the bid item rather than indirect or inferential evidence.
region_000789,A-421,Furnish & Install Carpet Base,CB-1,FINISH_TAG,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows a CB-1 tag, a finish callout for carpet base on the Finish Floor Plan. It is placed along the base where carpet base would be installed, directly referencing the bid item Furnish & Install Carpet Base (Base and Transitions). OCR is secondary and not required to establish the direct association."
